method,prompts,secret_support_rate,mean_secret_contribution_share,correct_taboo_candidate_rate,mean_taboo_candidate_margin,mean_nonnegative_reconstruction,mean_jspace_projection,mean_support_size,mean_effective_support_size,mean_top1_contribution_share
public_base_jspace_gp_k16,99,0.020202020202020204,0.001984121300539108,0.020202020202020204,0.130573135433775,0.07642355748340518,0.0773972733063493,16.0,14.055956332718322,0.15769092655844158
